timestamp,event_name,zone,zone_capacity,tickets_sold,live_count,avg_entry_rate,weather,artist_popularity,day_of_week,time_to_show_mins,predicted_count,congestion_level
2025-02-10 21:32,PPop Live,West Block 1,3000,2900,1204,66,cloudy,8,Tuesday,0,1337,1
2025-02-10 21:33,PPop Live,East Block 1,3000,2900,891,33,cloudy,8,Wednesday,0,915,0
2025-02-10 21:34,PPop Live,VIP Tables,200,180,157,35,cloudy,7,Saturday,0,188,3
2025-02-10 21:35,PPop Live,VIP,1500,1500,551,52,rainy,7,Monday,0,634,1
2025-02-10 21:36,PPop Live,Level 3,9000,7900,7777,47,clear,10,Monday,0,7847,2
2025-02-10 21:37,PPop Live,VIP Tables,200,180,141,22,rainy,7,Sunday,0,164,2
2025-02-10 21:38,PPop Live,HSBC Starstruck Pit,800,800,24,74,clear,8,Wednesday,0,65,0
2025-02-10 21:39,PPop Live,Terrace B,2000,1800,1527,76,rainy,10,Saturday,0,1627,2
2025-02-10 21:40,PPop Live,Fan Zone Right,2500,2400,1099,16,cloudy,9,Tuesday,0,1186,1
2025-02-10 21:41,PPop Live,Level 2,8000,7200,4129,66,clear,7,Wednesday,0,4291,1
2025-02-10 21:42,PPop Live,East Block 1,3000,2900,2331,65,cloudy,10,Tuesday,0,2408,2
2025-02-10 21:43,PPop Live,VIP Tables,200,180,96,26,clear,8,Friday,0,145,2
2025-02-10 21:44,PPop Live,Level 2,8000,7200,3181,26,clear,8,Monday,0,3286,1
2025-02-10 21:45,PPop Live,East Block 1,3000,2900,2415,80,rainy,8,Tuesday,0,2558,2
2025-02-10 21:46,PPop Live,Terrace A,2000,1800,174,49,clear,8,Tuesday,0,303,0
2025-02-10 21:47,PPop Live,HSBC Starstruck Pit,800,800,127,23,clear,8,Saturday,0,293,0
2025-02-10 21:48,PPop Live,HSBC Starstruck Pit,800,800,484,68,rainy,7,Wednesday,0,583,2
2025-02-10 21:49,PPop Live,Fan Zone Right,2500,2400,1062,35,clear,9,Thursday,0,1138,1
2025-02-10 21:50,PPop Live,Fan Zone Left,2500,2400,323,55,clear,10,Tuesday,0,496,0
2025-02-10 21:51,PPop Live,VIP Tables,200,180,54,60,cloudy,8,Friday,0,82,1
2025-02-10 21:52,PPop Live,Fan Zone Left,2500,2400,1636,36,cloudy,7,Sunday,0,1702,1
2025-02-10 21:53,PPop Live,Fan Zone Left,2500,2400,1085,28,cloudy,10,Thursday,0,1248,1
2025-02-10 21:54,PPop Live,West Block 1,3000,2900,799,83,clear,8,Monday,0,895,0
2025-02-10 21:55,PPop Live,Level 1,7000,6800,1773,46,cloudy,9,Friday,0,1891,0
2025-02-10 21:56,PPop Live,East Block 1,3000,2900,594,49,rainy,9,Tuesday,0,678,0
2025-02-10 21:57,PPop Live,HSBC Starstruck Pit,800,800,649,45,clear,9,Wednesday,0,715,2
2025-02-10 21:58,PPop Live,VIP Tables,200,180,151,61,clear,8,Thursday,0,200,3
2025-02-10 21:59,PPop Live,East Block 1,3000,2900,342,49,cloudy,10,Friday,0,475,0
2025-02-10 22:00,PPop Live,East Block,4000,3600,1133,61,rainy,10,Monday,0,1275,0
2025-02-10 22:01,PPop Live,East Block 1,3000,2900,653,34,rainy,7,Monday,0,709,0
2025-02-10 22:02,PPop Live,East Block,4000,3600,1869,43,rainy,7,Monday,0,2047,1
2025-02-10 22:03,PPop Live,Terrace A,2000,1800,1291,9,rainy,10,Friday,0,1322,1
2025-02-10 22:04,PPop Live,Level 2,8000,7200,3285,39,clear,9,Thursday,0,3368,1
2025-02-10 22:05,PPop Live,HSBC Starstruck Pit,800,800,432,68,clear,10,Thursday,0,465,1
2025-02-10 22:06,PPop Live,Terrace A,2000,1800,1219,55,clear,10,Saturday,0,1312,1
2025-02-10 22:07,PPop Live,VIP Tables,200,180,50,40,cloudy,8,Wednesday,0,200,3
2025-02-10 22:08,PPop Live,West Block 1,3000,2900,2893,42,cloudy,7,Saturday,0,2916,3
2025-02-10 22:09,PPop Live,Terrace A,2000,1800,567,51,clear,9,Monday,0,587,0
2025-02-10 22:10,PPop Live,West Block 1,3000,2900,2826,31,clear,8,Sunday,0,2865,3
2025-02-10 22:11,PPop Live,East Block,4000,3600,2822,53,clear,10,Wednesday,0,2885,2
2025-02-10 22:12,PPop Live,Fan Zone Right,2500,2400,682,63,clear,8,Friday,0,856,0
2025-02-10 22:13,PPop Live,East Block,4000,3600,1486,27,rainy,10,Tuesday,0,1603,1
2025-02-10 22:14,PPop Live,HSBC Starstruck Pit,800,800,72,47,cloudy,9,Wednesday,0,142,0
2025-02-10 22:15,PPop Live,Level 3,9000,7900,6042,63,rainy,10,Monday,0,6084,1
2025-02-10 22:16,PPop Live,Level 2,8000,7200,819,50,cloudy,10,Sunday,0,1016,0
2025-02-10 22:17,PPop Live,Level 1,7000,6800,6797,72,cloudy,7,Saturday,0,6974,3
2025-02-10 22:18,PPop Live,Level 1,7000,6800,4007,39,clear,9,Tuesday,0,4104,1
2025-02-10 22:19,PPop Live,East Block,4000,3600,1540,26,rainy,7,Saturday,0,1712,1
2025-02-10 22:20,PPop Live,Level 1,7000,6800,143,38,cloudy,9,Monday,0,190,0
2025-02-10 22:21,PPop Live,Fan Zone Left,2500,2400,41,44,clear,7,Wednesday,0,113,0
2025-02-10 22:22,PPop Live,VIP,1500,1500,732,41,cloudy,9,Tuesday,0,860,1
2025-02-10 22:23,PPop Live,Fan Zone Right,2500,2400,992,46,cloudy,7,Sunday,0,1099,1
2025-02-10 22:24,PPop Live,West Block 1,3000,2900,1194,49,clear,7,Thursday,0,1251,1
2025-02-10 22:25,PPop Live,Fan Zone Left,2500,2400,1384,61,rainy,10,Friday,0,1489,1
2025-02-10 22:26,PPop Live,East Block 1,3000,2900,1741,40,rainy,9,Tuesday,0,1848,1
2025-02-10 22:27,PPop Live,Fan Zone Right,2500,2400,1107,65,clear,9,Monday,0,1143,1
2025-02-10 22:28,PPop Live,Level 2,8000,7200,7078,36,rainy,8,Thursday,0,7168,2
2025-02-10 22:29,PPop Live,East Block,4000,3600,2426,30,clear,10,Monday,0,2525,1
2025-02-10 22:30,PPop Live,East Block 1,3000,2900,2501,73,clear,7,Wednesday,0,2562,2
2025-02-10 22:31,PPop Live,West Block 1,3000,2900,2033,10,clear,8,Sunday,0,2139,2
2025-02-10 22:32,PPop Live,Level 3,9000,7900,3809,30,cloudy,10,Saturday,0,3836,1
2025-02-10 22:33,PPop Live,VIP Tables,200,180,114,21,clear,7,Saturday,0,200,3
2025-02-10 22:34,PPop Live,Fan Zone Right,2500,2400,1978,39,rainy,8,Sunday,0,2094,2
2025-02-10 22:35,PPop Live,HSBC Starstruck Pit,800,800,188,36,rainy,8,Thursday,0,367,1
2025-02-10 22:36,PPop Live,Level 2,8000,7200,702,65,cloudy,7,Tuesday,0,762,0
2025-02-10 22:37,PPop Live,Level 2,8000,7200,5246,57,clear,10,Sunday,0,5316,1
2025-02-10 22:38,PPop Live,VIP,1500,1500,901,30,clear,9,Friday,0,1064,2
2025-02-10 22:39,PPop Live,Fan Zone Left,2500,2400,469,41,rainy,10,Tuesday,0,551,0
2025-02-10 22:40,PPop Live,VIP Tables,200,180,176,43,rainy,7,Monday,0,200,3
2025-02-10 22:41,PPop Live,VIP Tables,200,180,164,46,clear,10,Sunday,0,200,3
2025-02-10 22:42,PPop Live,Level 1,7000,6800,3306,43,clear,9,Saturday,0,3384,1
2025-02-10 22:43,PPop Live,Fan Zone Left,2500,2400,1808,45,rainy,9,Wednesday,0,1856,2
2025-02-10 22:44,PPop Live,East Block 1,3000,2900,1387,10,rainy,10,Sunday,0,1524,1
2025-02-10 22:45,PPop Live,Fan Zone Right,2500,2400,2243,36,rainy,9,Tuesday,0,2383,3
2025-02-10 22:46,PPop Live,Terrace A,2000,1800,385,31,clear,10,Thursday,0,498,0
2025-02-10 22:47,PPop Live,Terrace B,2000,1800,976,58,cloudy,10,Saturday,0,1143,1
2025-02-10 22:48,PPop Live,Fan Zone Left,2500,2400,919,61,clear,10,Thursday,0,1107,1
2025-02-10 22:49,PPop Live,Terrace B,2000,1800,1402,43,rainy,10,Thursday,0,1587,2
2025-02-10 22:50,PPop Live,Level 1,7000,6800,5383,61,rainy,9,Saturday,0,5440,2
2025-02-10 22:51,PPop Live,Fan Zone Right,2500,2400,1689,23,cloudy,9,Tuesday,0,1855,2
2025-02-10 22:52,PPop Live,West Block 1,3000,2900,815,15,clear,7,Wednesday,0,851,0
2025-02-10 22:53,PPop Live,VIP,1500,1500,372,69,cloudy,7,Sunday,0,456,0
2025-02-10 22:54,PPop Live,West Block 1,3000,2900,2085,14,clear,7,Saturday,0,2162,2
2025-02-10 22:55,PPop Live,West Block 1,3000,2900,100,63,clear,9,Thursday,0,210,0
2025-02-10 22:56,PPop Live,Terrace A,2000,1800,1757,40,clear,8,Saturday,0,1821,3
2025-02-10 22:57,PPop Live,Fan Zone Right,2500,2400,1427,45,clear,7,Friday,0,1581,1
2025-02-10 22:58,PPop Live,East Block,4000,3600,2720,76,cloudy,8,Saturday,0,2821,2
2025-02-10 22:59,PPop Live,West Block 1,3000,2900,1264,5,rainy,7,Friday,0,1292,1
2025-02-10 23:00,PPop Live,Level 3,9000,7900,7149,69,cloudy,7,Tuesday,0,7238,2
2025-02-10 23:01,PPop Live,VIP Tables,200,180,146,19,rainy,7,Monday,0,200,3
2025-02-10 23:02,PPop Live,Fan Zone Left,2500,2400,2396,44,rainy,7,Thursday,0,2500,3
2025-02-10 23:03,PPop Live,West Block 1,3000,2900,2883,51,clear,7,Tuesday,0,2995,3
2025-02-10 23:04,PPop Live,Fan Zone Right,2500,2400,2323,32,rainy,10,Thursday,0,2363,3
2025-02-10 23:05,PPop Live,Terrace A,2000,1800,856,33,rainy,9,Tuesday,0,1053,1
2025-02-10 23:06,PPop Live,East Block,4000,3600,1486,53,cloudy,10,Monday,0,1641,1
2025-02-10 23:07,PPop Live,Terrace B,2000,1800,1424,38,clear,8,Saturday,0,1556,2
2025-02-10 23:08,PPop Live,VIP Tables,200,180,146,59,rainy,9,Tuesday,0,200,3
2025-02-10 23:09,PPop Live,Fan Zone Right,2500,2400,1723,65,clear,8,Saturday,0,1910,2
2025-02-10 23:10,PPop Live,VIP Tables,200,180,118,23,cloudy,9,Thursday,0,200,3
2025-02-10 23:11,PPop Live,Level 2,8000,7200,3620,39,clear,9,Sunday,0,3679,1
2025-02-10 23:12,PPop Live,VIP,1500,1500,1401,54,clear,9,Thursday,0,1491,3
2025-02-10 23:13,PPop Live,Terrace B,2000,1800,316,58,clear,9,Thursday,0,498,0
2025-02-10 23:14,PPop Live,Fan Zone Right,2500,2400,957,40,clear,10,Wednesday,0,1060,1
2025-02-10 23:15,PPop Live,Terrace A,2000,1800,1694,64,rainy,7,Sunday,0,1762,2
2025-02-10 23:16,PPop Live,Level 3,9000,7900,7309,34,clear,8,Monday,0,7412,2
2025-02-10 23:17,PPop Live,VIP Tables,200,180,57,58,rainy,7,Sunday,0,200,3
2025-02-10 23:18,PPop Live,Fan Zone Right,2500,2400,1601,37,rainy,8,Thursday,0,1673,1
2025-02-10 23:19,PPop Live,Terrace B,2000,1800,48,56,clear,10,Friday,0,113,0
2025-02-10 23:20,PPop Live,HSBC Starstruck Pit,800,800,494,72,clear,7,Friday,0,668,2
2025-02-10 23:21,PPop Live,Fan Zone Right,2500,2400,1897,27,cloudy,10,Wednesday,0,1961,2
2025-02-10 23:22,PPop Live,VIP,1500,1500,738,65,clear,9,Sunday,0,919,1
2025-02-10 23:23,PPop Live,HSBC Starstruck Pit,800,800,55,54,cloudy,8,Tuesday,0,109,0
2025-02-10 23:24,PPop Live,East Block,4000,3600,2731,81,rainy,9,Friday,0,2757,1
2025-02-10 23:25,PPop Live,Level 3,9000,7900,2228,67,cloudy,9,Friday,0,2304,0
2025-02-10 23:26,PPop Live,Level 3,9000,7900,1455,71,cloudy,8,Monday,0,1542,0
2025-02-10 23:27,PPop Live,HSBC Starstruck Pit,800,800,145,53,clear,8,Monday,0,342,1
2025-02-10 23:28,PPop Live,VIP Tables,200,180,74,51,rainy,10,Thursday,0,127,1
2025-02-10 23:29,PPop Live,Terrace A,2000,1800,1185,60,clear,10,Tuesday,0,1290,1
2025-02-10 23:30,PPop Live,VIP,1500,1500,710,69,clear,10,Friday,0,777,1
2025-02-10 23:31,PPop Live,Level 3,9000,7900,566,49,cloudy,9,Sunday,0,741,0
2025-02-10 23:32,PPop Live,East Block 1,3000,2900,1283,92,cloudy,10,Saturday,0,1355,1
2025-02-10 23:33,PPop Live,Level 3,9000,7900,1023,50,cloudy,8,Saturday,0,1142,0
2025-02-10 23:34,PPop Live,Level 1,7000,6800,1478,93,cloudy,10,Sunday,0,1575,0
2025-02-10 23:35,PPop Live,Fan Zone Left,2500,2400,2153,55,cloudy,7,Wednesday,0,2222,2
2025-02-10 23:36,PPop Live,Level 3,9000,7900,4590,55,cloudy,7,Saturday,0,4636,1
2025-02-10 23:37,PPop Live,Level 2,8000,7200,5328,14,rainy,10,Sunday,0,5501,1
2025-02-10 23:38,PPop Live,HSBC Starstruck Pit,800,800,51,85,clear,10,Sunday,0,250,0
2025-02-10 23:39,PPop Live,VIP Tables,200,180,149,51,rainy,10,Saturday,0,200,3
2025-02-10 23:40,PPop Live,Level 1,7000,6800,4050,36,rainy,8,Tuesday,0,4103,1
2025-02-10 23:41,PPop Live,Level 2,8000,7200,2004,67,cloudy,7,Wednesday,0,2198,0
2025-02-10 23:42,PPop Live,VIP,1500,1500,187,35,cloudy,7,Thursday,0,258,0
2025-02-10 23:43,PPop Live,Level 1,7000,6800,1889,57,clear,8,Sunday,0,1983,0
2025-02-10 23:44,PPop Live,VIP,1500,1500,395,49,clear,10,Sunday,0,501,0
2025-02-10 23:45,PPop Live,Level 1,7000,6800,3017,32,rainy,7,Sunday,0,3078,1
2025-02-10 23:46,PPop Live,Level 1,7000,6800,6080,22,clear,10,Saturday,0,6182,2
2025-02-10 23:47,PPop Live,Level 3,9000,7900,4787,37,clear,9,Tuesday,0,4944,1
2025-02-10 23:48,PPop Live,East Block,4000,3600,381,86,cloudy,7,Saturday,0,553,0
2025-02-10 23:49,PPop Live,Fan Zone Right,2500,2400,832,38,cloudy,8,Thursday,0,989,0
2025-02-10 23:50,PPop Live,East Block,4000,3600,1437,32,rainy,9,Wednesday,0,1565,0
2025-02-10 23:51,PPop Live,Level 2,8000,7200,5669,5,rainy,9,Thursday,0,5778,2
2025-02-10 23:52,PPop Live,Level 2,8000,7200,6481,69,clear,10,Tuesday,0,6525,2
2025-02-10 23:53,PPop Live,Fan Zone Right,2500,2400,2261,63,cloudy,7,Tuesday,0,2312,3
2025-02-10 23:54,PPop Live,West Block,4000,3500,365,18,cloudy,10,Friday,0,491,0
2025-02-10 23:55,PPop Live,VIP Tables,200,180,151,51,cloudy,7,Monday,0,183,3
2025-02-10 23:56,PPop Live,Level 3,9000,7900,1107,11,rainy,8,Saturday,0,1234,0
2025-02-10 23:57,PPop Live,East Block 1,3000,2900,2496,13,clear,10,Wednesday,0,2579,2
2025-02-10 23:58,PPop Live,VIP Tables,200,180,79,66,clear,7,Wednesday,0,200,3
2025-02-10 23:59,PPop Live,VIP Tables,200,180,87,48,rainy,7,Tuesday,0,200,3
2025-02-11 00:00,PPop Live,Level 1,7000,6800,2830,31,rainy,8,Tuesday,0,2926,1
2025-02-11 00:01,PPop Live,East Block,4000,3600,2587,61,clear,7,Wednesday,0,2701,1
2025-02-11 00:02,PPop Live,East Block,4000,3600,1764,88,cloudy,10,Saturday,0,1909,1
2025-02-11 00:03,PPop Live,East Block,4000,3600,2549,47,clear,9,Tuesday,0,2613,1
2025-02-11 00:04,PPop Live,Terrace A,2000,1800,423,48,clear,10,Thursday,0,616,0
2025-02-11 00:05,PPop Live,Terrace B,2000,1800,390,45,clear,7,Tuesday,0,457,0
2025-02-11 00:06,PPop Live,Fan Zone Left,2500,2400,512,66,cloudy,7,Friday,0,557,0
2025-02-11 00:07,PPop Live,Terrace B,2000,1800,1152,57,clear,10,Sunday,0,1295,1
2025-02-11 00:08,PPop Live,VIP Tables,200,180,63,37,rainy,7,Saturday,0,122,1
2025-02-11 00:09,PPop Live,East Block,4000,3600,1663,59,rainy,7,Saturday,0,1765,1
2025-02-11 00:10,PPop Live,Terrace A,2000,1800,1229,20,clear,8,Tuesday,0,1313,1
2025-02-11 00:11,PPop Live,West Block 1,3000,2900,317,59,clear,10,Wednesday,0,350,0
2025-02-11 00:12,PPop Live,East Block 1,3000,2900,1272,26,rainy,10,Monday,0,1315,1
2025-02-11 00:13,PPop Live,East Block 1,3000,2900,2262,59,clear,7,Tuesday,0,2381,2
2025-02-11 00:14,PPop Live,HSBC Starstruck Pit,800,800,10,43,cloudy,8,Wednesday,0,195,0
2025-02-11 00:15,PPop Live,Fan Zone Right,2500,2400,2056,39,rainy,9,Monday,0,2106,2
2025-02-11 00:16,PPop Live,Fan Zone Left,2500,2400,218,97,clear,7,Friday,0,307,0
2025-02-11 00:17,PPop Live,VIP Tables,200,180,76,55,rainy,10,Friday,0,112,1
2025-02-11 00:18,PPop Live,West Block 1,3000,2900,2750,99,rainy,8,Saturday,0,2908,3
2025-02-11 00:19,PPop Live,West Block 1,3000,2900,74,84,cloudy,9,Saturday,0,212,0
2025-02-11 00:20,PPop Live,West Block 1,3000,2900,2830,45,cloudy,8,Sunday,0,2859,3
2025-02-11 00:21,PPop Live,West Block,4000,3500,1929,57,rainy,8,Wednesday,0,2055,1
2025-02-11 00:22,PPop Live,HSBC Starstruck Pit,800,800,318,70,clear,9,Saturday,0,447,1
2025-02-11 00:23,PPop Live,East Block 1,3000,2900,721,58,rainy,9,Wednesday,0,904,0
2025-02-11 00:24,PPop Live,Level 3,9000,7900,5747,49,clear,8,Friday,0,5775,1
2025-02-11 00:25,PPop Live,VIP Tables,200,180,178,67,cloudy,8,Saturday,0,200,3
2025-02-11 00:26,PPop Live,East Block 1,3000,2900,1491,40,cloudy,7,Sunday,0,1691,1
2025-02-11 00:27,PPop Live,VIP Tables,200,180,7,46,rainy,10,Thursday,0,87,1
2025-02-11 00:28,PPop Live,Level 3,9000,7900,5645,55,cloudy,8,Wednesday,0,5813,1
2025-02-11 00:29,PPop Live,East Block 1,3000,2900,2378,72,rainy,8,Saturday,0,2400,2
2025-02-11 00:30,PPop Live,West Block 1,3000,2900,1148,37,cloudy,7,Sunday,0,1187,0
2025-02-11 00:31,PPop Live,East Block,4000,3600,2430,45,cloudy,9,Thursday,0,2570,1
2025-02-11 00:32,PPop Live,West Block 1,3000,2900,1019,66,clear,10,Friday,0,1156,0
2025-02-11 00:33,PPop Live,Fan Zone Left,2500,2400,1725,63,cloudy,9,Thursday,0,1789,2
2025-02-11 00:34,PPop Live,East Block 1,3000,2900,1198,26,rainy,9,Monday,0,1270,1
2025-02-11 00:35,PPop Live,Terrace A,2000,1800,1533,62,rainy,10,Monday,0,1717,2
2025-02-11 00:36,PPop Live,VIP,1500,1500,119,73,cloudy,8,Friday,0,195,0
2025-02-11 00:37,PPop Live,Level 1,7000,6800,3984,58,clear,9,Tuesday,0,4143,1
2025-02-11 00:38,PPop Live,Terrace B,2000,1800,34,57,cloudy,10,Thursday,0,80,0
2025-02-11 00:39,PPop Live,West Block,4000,3500,2475,45,rainy,8,Sunday,0,2648,1
2025-02-11 00:40,PPop Live,East Block,4000,3600,564,74,rainy,7,Thursday,0,722,0
2025-02-11 00:41,PPop Live,Fan Zone Right,2500,2400,1379,50,clear,10,Friday,0,1456,1
2025-02-11 00:42,PPop Live,Level 3,9000,7900,1417,83,clear,8,Friday,0,1509,0
2025-02-11 00:43,PPop Live,East Block,4000,3600,1393,16,cloudy,7,Sunday,0,1586,0
2025-02-11 00:44,PPop Live,Level 1,7000,6800,1264,45,rainy,10,Thursday,0,1437,0
2025-02-11 00:45,PPop Live,East Block,4000,3600,3333,74,cloudy,10,Friday,0,3421,2
2025-02-11 00:46,PPop Live,East Block 1,3000,2900,1546,70,rainy,8,Monday,0,1641,1
2025-02-11 00:47,PPop Live,East Block 1,3000,2900,2017,43,rainy,7,Saturday,0,2149,2
2025-02-11 00:48,PPop Live,VIP Tables,200,180,72,81,rainy,7,Thursday,0,200,3
2025-02-11 00:49,PPop Live,Level 2,8000,7200,2328,42,cloudy,7,Thursday,0,2423,0
2025-02-11 00:50,PPop Live,Terrace A,2000,1800,823,35,cloudy,9,Tuesday,0,963,1
2025-02-11 00:51,PPop Live,Level 3,9000,7900,6244,47,cloudy,7,Thursday,0,6376,2
2025-02-11 00:52,PPop Live,HSBC Starstruck Pit,800,800,419,28,rainy,9,Sunday,0,549,1
2025-02-11 00:53,PPop Live,HSBC Starstruck Pit,800,800,658,28,rainy,7,Friday,0,795,3
2025-02-11 00:54,PPop Live,East Block 1,3000,2900,130,83,rainy,10,Thursday,0,299,0
2025-02-11 00:55,PPop Live,Fan Zone Right,2500,2400,367,61,clear,7,Tuesday,0,488,0
2025-02-11 00:56,PPop Live,VIP Tables,200,180,43,63,rainy,7,Monday,0,95,1
2025-02-11 00:57,PPop Live,Level 2,8000,7200,5600,36,cloudy,7,Friday,0,5670,2
2025-02-11 00:58,PPop Live,Terrace A,2000,1800,501,61,cloudy,8,Sunday,0,602,0
2025-02-11 00:59,PPop Live,Fan Zone Right,2500,2400,875,46,cloudy,8,Wednesday,0,1037,1
2025-02-11 01:00,PPop Live,West Block 1,3000,2900,528,46,cloudy,9,Wednesday,0,711,0
2025-02-11 01:01,PPop Live,VIP Tables,200,180,144,60,rainy,10,Thursday,0,200,3
2025-02-11 01:02,PPop Live,East Block,4000,3600,709,37,cloudy,7,Wednesday,0,854,0
2025-02-11 01:03,PPop Live,Level 1,7000,6800,4698,39,clear,8,Monday,0,4808,1
2025-02-11 01:04,PPop Live,Terrace A,2000,1800,487,60,rainy,10,Monday,0,521,0
2025-02-11 01:05,PPop Live,Level 1,7000,6800,55,44,cloudy,9,Wednesday,0,138,0
2025-02-11 01:06,PPop Live,Level 1,7000,6800,2016,74,clear,9,Tuesday,0,2143,0
2025-02-11 01:07,PPop Live,Level 3,9000,7900,6612,52,clear,8,Saturday,0,6711,2
2025-02-11 01:08,PPop Live,Level 2,8000,7200,4197,74,cloudy,10,Tuesday,0,4240,1
2025-02-11 01:09,PPop Live,VIP Tables,200,180,108,40,clear,8,Sunday,0,145,2
2025-02-11 01:10,PPop Live,VIP,1500,1500,1045,52,rainy,8,Saturday,0,1197,2
2025-02-11 01:11,PPop Live,Terrace B,2000,1800,448,27,cloudy,8,Monday,0,566,0
2025-02-11 01:12,PPop Live,West Block 1,3000,2900,1929,60,clear,10,Monday,0,2073,1
2025-02-11 01:13,PPop Live,Terrace B,2000,1800,270,34,cloudy,10,Thursday,0,389,0
2025-02-11 01:14,PPop Live,West Block 1,3000,2900,1310,34,clear,10,Thursday,0,1400,1
2025-02-11 01:15,PPop Live,West Block,4000,3500,213,62,clear,8,Friday,0,404,0
2025-02-11 01:16,PPop Live,East Block 1,3000,2900,2801,41,cloudy,10,Monday,0,2912,3
2025-02-11 01:17,PPop Live,East Block,4000,3600,2104,33,clear,9,Friday,0,2166,1
2025-02-11 01:18,PPop Live,West Block 1,3000,2900,1372,35,cloudy,10,Thursday,0,1410,1
2025-02-11 01:19,PPop Live,Fan Zone Right,2500,2400,1263,80,rainy,9,Monday,0,1343,1
2025-02-11 01:20,PPop Live,Fan Zone Right,2500,2400,1129,44,rainy,10,Thursday,0,1190,1
2025-02-11 01:21,PPop Live,Terrace A,2000,1800,1691,29,clear,10,Friday,0,1839,3
2025-02-11 01:22,PPop Live,HSBC Starstruck Pit,800,800,489,52,rainy,7,Thursday,0,574,2
2025-02-11 01:23,PPop Live,Fan Zone Left,2500,2400,1191,28,clear,10,Wednesday,0,1282,1
2025-02-11 01:24,PPop Live,VIP Tables,200,180,154,87,cloudy,8,Thursday,0,200,3
2025-02-11 01:25,PPop Live,Level 2,8000,7200,5690,76,clear,8,Wednesday,0,5723,2
2025-02-11 01:26,PPop Live,Fan Zone Right,2500,2400,65,50,cloudy,9,Monday,0,141,0
2025-02-11 01:27,PPop Live,West Block,4000,3500,3418,31,cloudy,10,Wednesday,0,3518,2
2025-02-11 01:28,PPop Live,Level 2,8000,7200,2175,23,rainy,8,Sunday,0,2349,0
2025-02-11 01:29,PPop Live,Level 1,7000,6800,350,58,clear,8,Wednesday,0,464,0
2025-02-11 01:30,PPop Live,Fan Zone Right,2500,2400,2230,18,clear,7,Saturday,0,2425,3
2025-02-11 01:31,PPop Live,Terrace A,2000,1800,29,84,rainy,10,Tuesday,0,114,0
2025-02-11 01:32,PPop Live,East Block,4000,3600,453,76,rainy,7,Thursday,0,546,0
2025-02-11 01:33,PPop Live,Level 3,9000,7900,1943,58,clear,10,Tuesday,0,2103,0
2025-02-11 01:34,PPop Live,East Block,4000,3600,1804,69,rainy,8,Sunday,0,1863,1
2025-02-11 01:35,PPop Live,HSBC Starstruck Pit,800,800,324,87,cloudy,10,Tuesday,0,495,1
2025-02-11 01:36,PPop Live,Terrace A,2000,1800,150,92,rainy,10,Wednesday,0,344,0
2025-02-11 01:37,PPop Live,Terrace B,2000,1800,0,40,clear,9,Monday,0,147,0
2025-02-11 01:38,PPop Live,Level 2,8000,7200,5820,67,cloudy,8,Saturday,0,5848,2
2025-02-11 01:39,PPop Live,Level 2,8000,7200,6163,42,cloudy,9,Monday,0,6285,2
2025-02-11 01:40,PPop Live,West Block,4000,3500,1908,42,clear,10,Wednesday,0,1984,1
2025-02-11 01:41,PPop Live,Terrace B,2000,1800,1118,33,cloudy,8,Friday,0,1144,1
2025-02-11 01:42,PPop Live,Level 1,7000,6800,127,78,clear,7,Wednesday,0,228,0
2025-02-11 01:43,PPop Live,VIP Tables,200,180,56,56,cloudy,7,Sunday,0,128,1
2025-02-11 01:44,PPop Live,Level 2,8000,7200,543,37,cloudy,8,Sunday,0,687,0
2025-02-11 01:45,PPop Live,Fan Zone Left,2500,2400,1169,53,clear,7,Monday,0,1344,1
2025-02-11 01:46,PPop Live,East Block,4000,3600,3210,62,rainy,10,Sunday,0,3351,2
2025-02-11 01:47,PPop Live,Level 3,9000,7900,7377,27,cloudy,8,Thursday,0,7427,2
2025-02-11 01:48,PPop Live,West Block 1,3000,2900,2270,35,cloudy,7,Sunday,0,2420,2
2025-02-11 01:49,PPop Live,VIP,1500,1500,579,26,rainy,10,Tuesday,0,759,1
2025-02-11 01:50,PPop Live,Level 2,8000,7200,4068,69,cloudy,9,Wednesday,0,4231,1
2025-02-11 01:51,PPop Live,Fan Zone Right,2500,2400,2157,59,rainy,8,Monday,0,2204,2
2025-02-11 01:52,PPop Live,HSBC Starstruck Pit,800,800,495,67,rainy,10,Tuesday,0,649,2
2025-02-11 01:53,PPop Live,Fan Zone Left,2500,2400,811,27,rainy,8,Sunday,0,968,0
2025-02-11 01:54,PPop Live,Terrace B,2000,1800,647,31,rainy,10,Saturday,0,792,0
2025-02-11 01:55,PPop Live,VIP Tables,200,180,41,72,cloudy,7,Friday,0,200,3
2025-02-11 01:56,PPop Live,East Block,4000,3600,3045,68,rainy,8,Sunday,0,3221,2
2025-02-11 01:57,PPop Live,East Block 1,3000,2900,2081,57,rainy,9,Saturday,0,2186,2
2025-02-11 01:58,PPop Live,Level 3,9000,7900,1891,49,clear,8,Thursday,0,2074,0
2025-02-11 01:59,PPop Live,VIP,1500,1500,759,82,rainy,8,Sunday,0,838,1
2025-02-11 02:00,PPop Live,Level 2,8000,7200,5856,80,rainy,7,Wednesday,0,5992,2
2025-02-11 02:01,PPop Live,VIP,1500,1500,295,37,cloudy,7,Monday,0,489,0
2025-02-11 02:02,PPop Live,VIP,1500,1500,1248,48,clear,8,Friday,0,1338,2
